1,6.011569977,0.993749022,2.699694793,11.60924893,6.36929626,6.781926091,0.087511587,-1.325725596,0.896178007,-3.583309889,-4.742959976,-0.408331572,2.48718362,828.0085138,-3927.211241,0.156978826,-174.5763232,4367455.908
1,6.042230129,1.033589959,2.682627603,11.60146605,6.38195009,6.739001938,0.075458881,-1.305961912,0.963972986,-3.554409981,-4.790150166,-0.420197735,2.492421421,829.6535117,-3974.164906,0.054233452,-173.1998962,12691889.01
1,6.501589775,1.494809985,3.132300459,12.84334772,8.95459638,9.328997201,0.566200428,0.834611845,4.220630169,4.657929897,1.661509991,-0.87332119,2.977397222,1164.097529,1934.159675,5.94441728,700.6262592,227965.6683
1,4.965549946,0.396784008,2.041816335,10.97325313,6.680473276,6.751753639,0.083823046,0.342117112,4.336760044,1.54440999,-1.861170053,-0.227035099,2.744721219,868.4615258,-1616.354584,0.102748551,-466.6212656,7340496.886
1,5.654500008,0.63270402,2.661552774,11.32120395,6.188383624,6.454066313,0.146284923,-1.327195358,0.89288801,-3.59258008,-4.274280071,-0.3546796,2.431151526,804.4898712,-3438.615024,1.295349349,-188.2164617,499636.6064
1,5.738749981,0.762341022,2.157983795,10.58045651,6.21073564,6.699164305,0.540320149,-0.833171863,2.568180084,-2.826080084,-4.283800125,-0.452636284,2.499670636,807.3956332,-3458.721514,11.38613519,-188.4764951,57252.76377
1,4.907619953,0.363225013,2.060425966,10.92366162,6.660743581,6.748089947,0.083823046,0.336998004,4.313300133,1.511219978,-1.787860036,-0.236364049,2.727361308,865.8966655,-1548.102043,0.030116839,-484.3201638,24895608.9
1,5.583409786,0.660665989,2.630083216,11.2485445,6.155970493,6.499807886,0.146284923,-1.315560105,0.945477009,-3.623529911,-4.141329765,-0.332059194,2.419520844,800.276164,-3314.207499,0.077599261,-193.2413523,8253196.383
1,5.627309799,0.637193978,2.459819079,11.39359847,6.236422255,6.508573135,0.754831082,-1.352299963,0.930037022,-4.188580036,-3.641079903,-0.120390832,2.445267934,810.7348931,-2951.950526,14.62338739,-222.6633073,44947.93506
1,6.752180099,1.84818995,3.347993813,13.22846986,9.436147054,9.916917739,1.11100431,0.883543505,3.919509888,4.775650024,2.724430084,-0.95723887,2.777939688,1226.699117,3342.055979,0.002344627,450.2589823,641803954.2
1,4.922359943,0.356507987,2.464041529,11.07005227,7.012358461,7.490893953,0.318219655,0.402787042,4.498449802,1.916710019,-0.565499008,-0.476584518,2.785505859,911.6065999,-515.5126277,2.059930139,-1612.039256,403424.6489
1,5.423779964,0.607483029,2.188068954,10.41544421,6.077455591,6.531824346,0.540320149,-0.870336444,2.513829947,-2.981739998,-3.769249916,-0.388287641,2.431186931,790.0692269,-2977.968367,6.76774075,-209.6091383,92233.05182
1,5.209440231,0.638073981,2.413605894,10.42838857,6.019794929,6.23008419,0.04997437,-0.457687286,3.368849993,-1.659399986,-3.610470057,-0.549883534,2.578833734,782.5733408,-2825.457614,0.002283142,-216.7510957,268236054.6
1,5.176050186,0.609538019,2.428526857,10.40453291,6.007799698,6.222232116,0.04997437,-0.448868738,3.37225008,-1.624279976,-3.575079918,-0.552958225,2.576845664,781.0139608,-2792.187327,0.002626526,-218.46056,232239355.6
1,5.127669811,0.562484026,2.434793647,10.3608902,5.985704574,6.203139968,0.049905671,-0.452152195,3.337120056,-1.620880008,-3.539690018,-0.55521406,2.564242684,778.1415946,-2754.380035,0.002616867,-219.8332596,231385239.7
1,5.094480038,0.534752011,2.434716913,10.33723292,5.975916091,6.195835194,0.049973504,-0.443208409,3.340509892,-1.585759997,-3.504300117,-0.552579425,2.558368881,776.8690918,-2722.38245,0.002359763,-221.6902279,255756850
1,5.142930031,0.582426012,2.433112831,10.38085045,5.997268215,6.214740699,0.049905671,-0.43999137,3.375639915,-1.589149952,-3.539690018,-0.552103794,2.572334754,779.644868,-2759.701157,0.002621922,-220.2579503,231832247.4
1,4.92636013,0.461127996,2.349945539,11.05763829,6.924916916,7.291775885,0.318219655,0.374543789,4.516079903,1.775269985,-0.850012004,-0.40945332,2.77326209,900.2391991,-765.214126,0.002372094,-1059.089983,341651930.5
1,4.867750168,0.340110004,2.377221337,10.20147237,5.931604682,6.117689225,0.106002503,-0.385567949,3.395999908,-1.378379941,-3.203480005,-0.500090008,2.496356471,771.1086087,-2470.23101,0.010350668,-240.709668,57446386.02
1,4.832509995,0.314319015,2.347674342,10.18945554,5.935989181,6.147390386,0.106002503,-0.364446241,3.43791008,-1.31151998,-3.132699966,-0.478386937,2.485473428,771.6785935,-2417.437504,0.010358319,-246.330195,57488848.99
1,4.942279816,0.33961001,2.568557013,11.1090544,7.123054573,7.552965881,0.365522274,0.407311259,4.534090042,1.956179976,-0.203866005,-0.537114508,2.778518499,925.9970945,-188.7793282,2.676279832,-4542.184926,320396.4731
1,6.341899872,1.773839951,2.074454059,11.5847594,6.777346889,7.21718981,1.396600078,-0.284505666,4.639019966,-1.356629968,-4.105939865,-0.320063293,2.749712594,881.0550955,-3617.55924,0.21429286,-214.5806136,3622416.921
1,5.091370106,0.63261497,2.762022904,11.3148197,7.406998031,7.868131174,0.210698899,0.383421493,4.691790104,1.89260006,0.572041988,-0.633612248,2.747679018,962.909744,550.8248046,1.201461005,1683.28508,771723.0696
